detect_date,oil,probable_oil,possible_oil,other,wind,oil_other,iso3
2018-05-01,0,0,4,4,0,4,BHS
2018-05-01,0,0,1,0,0,0,BLZ
2018-05-01,144,12,7,12,0,156,BRA
2018-05-01,125,1,0,0,0,125,BRN
2018-05-01,6,0,6,23,0,29,CAN
2018-05-01,0,0,2,0,0,0,CHL
2018-05-01,291,40,102,211,990,502,CHN
2018-05-01,11,0,1,0,0,11,CIV
2018-05-01,73,1,0,0,0,73,CMR
2018-05-01,49,0,0,0,0,49,COD
2018-05-01,81,0,0,0,0,81,COG
2018-05-01,5,0,1,1,0,6,COL
2018-05-01,0,0,0,1,0,1,CRI
2018-05-01,3,0,5,2,0,5,CUB
2018-05-01,0,0,1,0,0,0,CYP
2018-05-01,21,18,2,30,1336,51,DEU
2018-05-01,1,0,1,0,0,1,DJI
2018-05-01,0,0,1,0,0,0,DMA
2018-05-01,18,2,1,21,512,39,DNK
2018-05-01,0,0,1,0,0,0,DOM
2018-05-01,0,0,4,1,0,1,DZA
2018-05-01,10,1,3,1,0,11,ECU
2018-05-01,180,5,0,6,0,186,EGY
2018-05-01,0,0,4,0,0,0,ERI
2018-05-01,3,8,0,5,0,8,ESP
2018-05-01,0,0,0,1,0,1,EST
2018-05-01,0,0,0,54,7,54,FIN
2018-05-01,0,0,4,26,0,26,FRA
2018-05-01,119,0,1,0,0,119,GAB
2018-05-01,164,11,3,16,2044,180,GBR
2018-05-01,1,0,0,0,0,1,GEO
2018-05-01,3,0,4,1,0,4,GHA
2018-05-01,0,0,2,2,0,2,GIN
2018-05-01,0,0,1,0,0,0,GMB
2018-05-01,0,0,2,10,0,10,GNB
2018-05-01,13,0,0,0,0,13,GNQ
2018-05-01,3,0,0,1,0,4,GRC
2018-05-01,0,0,1,0,0,0,GUF
2018-05-01,16,0,0,3,0,19,HRV
2018-05-01,551,76,56,118,0,669,IDN
2018-05-01,176,2,34,13,0,189,IND
2018-05-01,2,0,1,3,7,5,IRL
2018-05-01,160,3,0,1,0,161,IRN
2018-05-01,1,0,0,8,0,9,IRQ
2018-05-01,0,0,0,4,0,4,ISL
2018-05-01,4,0,1,0,0,4,ISR
2018-05-01,103,6,3,5,0,108,ITA
2018-05-01,0,0,0,2,0,2,JEY
2018-05-01,20,7,38,33,0,53,JPN
2018-05-01,0,0,3,1,0,1,KEN
2018-05-01,3,0,1,4,0,7,KHM
2018-05-01,5,0,59,54,9,59,KOR
2018-05-01,31,1,0,27,0,58,KWT
2018-05-01,0,0,1,0,0,0,LBN
2018-05-01,0,0,1,0,0,0,LBR
2018-05-01,12,0,1,0,0,12,LBY
2018-05-01,0,0,4,2,0,2,LKA
2018-05-01,1,0,0,0,0,1,LTU
2018-05-01,0,0,1,0,0,0,LVA
2018-05-01,0,0,1,0,0,0,MDG
2018-05-01,190,3,13,2,0,192,MEX
2018-05-01,4,3,8,7,0,11,MMR
2018-05-01,0,0,0,3,0,3,MOZ
2018-05-01,1,0,3,0,0,1,MRT
2018-05-01,332,30,61,37,0,369,MYS
2018-05-01,9,0,0,0,0,9,NAM
2018-05-01,437,3,2,1,0,438,NGA
2018-05-01,0,0,2,1,0,1,NIC
2018-05-01,114,11,1,5,292,119,NLD
2018-05-01,11,0,1,8,1,19,NOR
2018-05-01,7,0,2,5,0,12,NZL
2018-05-01,17,0,13,1,0,18,None
2018-05-01,6,0,2,0,0,6,OMN
2018-05-01,0,0,2,0,0,0,PAK
2018-05-01,1,0,5,1,0,2,PAN
2018-05-01,99,1,4,7,0,106,PER
2018-05-01,7,0,8,11,0,18,PHL
2018-05-01,3,0,1,1,0,4,PNG
2018-05-01,7,3,0,4,3,11,POL
2018-05-01,1,0,4,4,0,5,PRK
2018-05-01,0,0,1,0,0,0,PRT
2018-05-01,162,0,5,3,0,165,QAT
2018-05-01,8,0,0,0,0,8,ROU
2018-05-01,11,2,5,3,0,14,RUS
2018-05-01,677,26,7,1,0,678,SAU
2018-05-01,1,0,3,0,0,1,SDN
2018-05-01,4,0,0,0,0,4,SEN
2018-05-01,0,0,0,35,0,35,SGP
2018-05-01,0,0,1,3,0,3,SLE
2018-05-01,1,0,1,1,0,2,SOM
2018-05-01,0,1,0,0,0,0,SUR
2018-05-01,0,0,1,47,72,47,SWE
2018-05-01,2,0,0,0,0,2,TGO
2018-05-01,408,0,14,115,0,523,THA
2018-05-01,343,6,0,1,0,344,TTO
2018-05-01,13,14,2,0,0,13,TUN
2018-05-01,5,0,11,40,0,45,TUR
2018-05-01,7,5,1,0,2,7,TWN
2018-05-01,2,1,0,0,0,2,TZA
2018-05-01,16,3,3,8,0,24,UKR
2018-05-01,0,0,1,0,0,0,URY
2018-05-01,2410,45,2,570,5,2980,USA
2018-05-01,10,4,2,1,0,11,VEN
2018-05-01,1,0,0,0,0,1,VIR
2018-05-01,40,0,18,112,13,152,VNM
2018-05-01,0,0,1,0,0,0,VUT
2018-05-01,4,0,8,1,0,5,YEM
2018-05-01,1,0,3,1,0,2,ZAF
2018-06-01,2,0,0,0,0,2,ABW
2018-06-01,245,2,0,0,0,245,AGO
2018-06-01,0,1,0,0,0,0,ALB
2018-06-01,530,1,2,8,0,538,ARE
2018-06-01,0,0,1,0,0,0,ASM
2018-06-01,0,0,1,0,0,0,ATG
2018-06-01,60,1,24,44,0,104,AUS
2018-06-01,0,0,1,5,278,5,BEL
2018-06-01,6,0,0,0,0,6,BEN
2018-06-01,0,0,1,0,0,0,BES
2018-06-01,3,1,1,1,0,4,BGD
2018-06-01,1,0,0,0,0,1,BGR
2018-06-01,5,0,2,1,0,6,BHR
2018-06-01,0,0,4,5,0,5,BHS
2018-06-01,141,12,7,18,0,159,BRA
2018-06-01,123,1,0,0,0,123,BRN
2018-06-01,7,0,5,28,0,35,CAN
2018-06-01,0,0,1,0,0,0,CHL
2018-06-01,286,40,102,221,1027,507,CHN
2018-06-01,11,1,1,0,0,11,CIV
2018-06-01,74,0,0,0,0,74,CMR
2018-06-01,49,0,0,0,0,49,COD
2018-06-01,79,0,0,0,0,79,COG
2018-06-01,5,0,1,0,0,5,COL
2018-06-01,0,0,0,1,0,1,CRI
2018-06-01,3,0,5,2,0,5,CUB
2018-06-01,0,0,1,0,0,0,CYP
2018-06-01,21,18,2,31,1359,52,DEU
2018-06-01,1,0,1,0,0,1,DJI
2018-06-01,0,0,1,0,0,0,DMA
2018-06-01,17,2,1,22,512,39,DNK
2018-06-01,0,0,1,0,0,0,DOM
2018-06-01,0,0,4,1,0,1,DZA
2018-06-01,10,1,4,0,0,10,ECU
2018-06-01,181,5,0,6,0,187,EGY
2018-06-01,0,0,5,1,0,1,ERI
2018-06-01,3,7,0,5,0,8,ESP
2018-06-01,0,0,0,1,0,1,EST
2018-06-01,0,0,0,58,7,58,FIN
2018-06-01,0,0,5,25,0,25,FRA
2018-06-01,119,0,1,0,0,119,GAB
2018-06-01,161,14,3,23,2061,184,GBR
2018-06-01,1,0,0,0,0,1,GEO
2018-06-01,3,0,7,1,0,4,GHA
2018-06-01,0,0,2,1,0,1,GIN
2018-06-01,0,0,1,0,0,0,GMB
2018-06-01,0,0,2,11,0,11,GNB
2018-06-01,13,0,0,0,0,13,GNQ
2018-06-01,3,0,0,2,0,5,GRC
2018-06-01,0,0,1,1,0,1,GUF
2018-06-01,16,0,0,3,0,19,HRV
2018-06-01,554,87,59,124,0,678,IDN
2018-06-01,177,2,35,15,0,192,IND
2018-06-01,3,0,1,3,7,6,IRL
2018-06-01,162,3,0,1,0,163,IRN
2018-06-01,1,0,0,10,0,11,IRQ
2018-06-01,0,0,0,4,0,4,ISL
2018-06-01,4,0,1,0,0,4,ISR
2018-06-01,102,8,4,5,0,107,ITA
2018-06-01,0,0,1,0,0,0,JAM
2018-06-01,0,0,0,2,0,2,JEY
2018-06-01,20,7,38,35,0,55,JPN
2018-06-01,0,0,3,0,0,0,KEN
2018-06-01,3,0,1,5,0,8,KHM
2018-06-01,6,0,63,53,11,59,KOR
2018-06-01,34,2,0,28,0,62,KWT
2018-06-01,0,0,1,0,0,0,LBN
2018-06-01,0,0,1,0,0,0,LBR
2018-06-01,11,0,1,0,0,11,LBY
2018-06-01,0,0,4,2,0,2,LKA
2018-06-01,1,0,0,0,0,1,LTU
2018-06-01,0,0,1,0,0,0,LVA
2018-06-01,0,0,1,0,0,0,MDG
2018-06-01,193,3,13,2,0,195,MEX
2018-06-01,4,3,9,7,0,11,MMR
2018-06-01,0,0,0,3,0,3,MOZ
2018-06-01,0,0,3,0,0,0,MRT
2018-06-01,329,39,51,33,0,362,MYS
2018-06-01,8,0,0,0,0,8,NAM
2018-06-01,301,4,2,1,0,302,NGA
2018-06-01,0,0,2,1,0,1,NIC
2018-06-01,113,12,1,6,292,119,NLD
2018-06-01,12,0,0,9,1,21,NOR
2018-06-01,7,0,2,4,0,11,NZL
2018-06-01,16,1,14,1,0,17,None
2018-06-01,6,0,3,0,0,6,OMN
2018-06-01,0,0,2,0,0,0,PAK
2018-06-01,0,0,6,0,0,0,PAN
2018-06-01,99,1,3,7,0,106,PER
2018-06-01,7,0,9,23,0,30,PHL
2018-06-01,1,0,1,1,0,2,PNG
2018-06-01,9,3,0,5,3,14,POL
2018-06-01,1,0,3,6,0,7,PRK
2018-06-01,0,0,1,0,0,0,PRT
2018-06-01,162,0,5,3,0,165,QAT
2018-06-01,8,1,0,0,0,8,ROU
2018-06-01,13,4,5,4,0,17,RUS
2018-06-01,679,26,8,1,0,680,SAU
2018-06-01,1,0,4,0,0,1,SDN
2018-06-01,4,0,0,0,0,4,SEN
2018-06-01,0,0,0,26,0,26,SGP
2018-06-01,0,0,1,2,0,2,SLE
2018-06-01,0,0,1,1,0,1,SOM
2018-06-01,0,1,0,0,0,0,SUR
2018-06-01,0,0,1,48,72,48,SWE
2018-06-01,2,0,0,0,0,2,TGO
2018-06-01,408,0,14,120,0,528,THA
2018-06-01,348,6,0,1,0,349,TTO
2018-06-01,13,14,2,0,0,13,TUN
2018-06-01,5,0,11,39,0,44,TUR
2018-06-01,7,5,1,0,2,7,TWN
2018-06-01,2,1,0,0,0,2,TZA
2018-06-01,15,4,3,7,0,22,UKR
2018-06-01,0,0,1,0,0,0,URY
2018-06-01,2406,46,2,592,5,2998,USA
2018-06-01,13,4,2,2,0,15,VEN
2018-06-01,1,0,0,0,0,1,VIR
2018-06-01,41,0,19,112,11,153,VNM
2018-06-01,0,0,1,0,0,0,VUT
2018-06-01,2,0,7,1,0,3,YEM
2018-06-01,1,0,3,1,0,2,ZAF
2018-07-01,1,0,0,0,0,1,ABW
2018-07-01,248,2,0,0,0,248,AGO
2018-07-01,0,1,0,0,0,0,ALB
2018-07-01,532,1,3,10,0,542,ARE
2018-07-01,0,0,1,0,0,0,ASM
2018-07-01,0,0,1,0,0,0,ATG
2018-07-01,60,1,25,43,0,103,AUS
2018-07-01,0,0,1,5,278,5,BEL
2018-07-01,7,0,0,0,0,7,BEN
2018-07-01,0,0,1,0,0,0,BES
2018-07-01,3,1,1,1,0,4,BGD
2018-07-01,1,0,0,0,0,1,BGR
2018-07-01,5,0,2,1,0,6,BHR
2018-07-01,0,0,4,5,0,5,BHS
2018-07-01,140,12,8,17,0,157,BRA
2018-07-01,121,2,0,0,0,121,BRN
2018-07-01,7,0,5,29,0,36,CAN
2018-07-01,0,0,1,0,0,0,CHL
2018-07-01,284,43,101,223,1087,507,CHN
2018-07-01,11,1,1,0,0,11,CIV
2018-07-01,72,0,0,0,0,72,CMR
2018-07-01,50,0,0,0,0,50,COD
2018-07-01,79,0,0,0,0,79,COG
2018-07-01,5,0,2,0,0,5,COL
2018-07-01,0,0,0,1,0,1,CRI
2018-07-01,3,0,6,3,0,6,CUB
2018-07-01,0,0,1,0,0,0,CYP
2018-07-01,22,18,2,31,1365,53,DEU
2018-07-01,1,0,1,0,0,1,DJI
2018-07-01,17,2,1,23,512,40,DNK
2018-07-01,0,0,1,0,0,0,DOM
2018-07-01,0,0,4,1,0,1,DZA
2018-07-01,10,1,3,0,0,10,ECU
2018-07-01,181,5,0,6,0,187,EGY
2018-07-01,0,0,5,1,0,1,ERI
2018-07-01,3,7,0,4,0,7,ESP
2018-07-01,0,0,0,1,0,1,EST
2018-07-01,0,0,0,58,6,58,FIN
2018-07-01,0,0,3,25,0,25,FRA
2018-07-01,122,0,1,0,0,122,GAB
2018-07-01,161,15,3,22,2085,183,GBR
2018-07-01,1,0,0,0,0,1,GEO
2018-07-01,2,0,8,2,0,4,GHA
2018-07-01,0,0,2,1,0,1,GIN
2018-07-01,0,0,1,0,0,0,GMB
2018-07-01,0,0,2,10,0,10,GNB
2018-07-01,13,0,0,0,0,13,GNQ
2018-07-01,3,0,0,2,0,5,GRC
2018-07-01,0,0,1,1,0,1,GUF
2018-07-01,16,0,0,3,0,19,HRV
2018-07-01,560,104,63,142,0,702,IDN
2018-07-01,177,2,38,15,0,192,IND
2018-07-01,3,0,1,3,7,6,IRL
2018-07-01,162,3,0,1,0,163,IRN
2018-07-01,1,0,0,10,0,11,IRQ
2018-07-01,0,0,0,4,0,4,ISL
2018-07-01,4,0,1,0,0,4,ISR
2018-07-01,103,9,4,4,0,107,ITA
2018-07-01,0,0,1,0,0,0,JAM
2018-07-01,0,0,0,2,0,2,JEY
2018-07-01,19,6,36,37,0,56,JPN
2018-07-01,0,0,3,0,0,0,KEN
2018-07-01,3,0,1,5,0,8,KHM
2018-07-01,6,0,65,55,12,61,KOR
2018-07-01,35,2,0,29,0,64,KWT
2018-07-01,0,0,1,0,0,0,LBN
2018-07-01,0,0,1,0,0,0,LBR
2018-07-01,12,0,1,0,0,12,LBY
2018-07-01,0,0,4,2,0,2,LKA
2018-07-01,1,0,0,0,0,1,LTU
2018-07-01,0,0,1,0,0,0,LVA
2018-07-01,0,0,1,0,0,0,MDG
2018-07-01,190,3,12,2,0,192,MEX
2018-07-01,4,2,9,9,0,13,MMR
2018-07-01,0,0,0,3,0,3,MOZ
2018-07-01,0,0,3,0,0,0,MRT
2018-07-01,318,40,53,38,0,356,MYS
2018-07-01,6,0,0,0,0,6,NAM
2018-07-01,297,3,1,1,0,298,NGA
2018-07-01,0,0,2,2,0,2,NIC
2018-07-01,111,13,1,4,293,115,NLD
2018-07-01,15,0,0,9,1,24,NOR
2018-07-01,7,0,2,4,0,11,NZL
2018-07-01,16,1,12,1,0,17,None
2018-07-01,6,0,3,0,0,6,OMN
2018-07-01,0,0,2,0,0,0,PAK
2018-07-01,0,0,6,0,0,0,PAN
2018-07-01,96,1,3,7,0,103,PER
2018-07-01,7,0,9,25,0,32,PHL
2018-07-01,1,0,1,1,0,2,PNG
2018-07-01,9,3,0,5,3,14,POL
2018-07-01,1,0,3,6,0,7,PRK
2018-07-01,0,0,1,0,0,0,PRT
2018-07-01,163,0,5,3,0,166,QAT
2018-07-01,8,1,0,0,0,8,ROU
2018-07-01,13,6,4,4,0,17,RUS
2018-07-01,683,26,8,1,0,684,SAU
2018-07-01,1,0,4,0,0,1,SDN
2018-07-01,4,0,0,0,0,4,SEN
2018-07-01,0,0,0,29,0,29,SGP
2018-07-01,0,0,1,2,0,2,SLE
2018-07-01,0,0,1,1,0,1,SOM
2018-07-01,0,1,0,0,0,0,SUR
2018-07-01,0,0,1,49,72,49,SWE
2018-07-01,2,0,0,0,0,2,TGO
2018-07-01,414,0,13,136,0,550,THA
2018-07-01,349,5,0,1,0,350,TTO
2018-07-01,13,14,1,0,0,13,TUN
2018-07-01,5,0,13,39,0,44,TUR
2018-07-01,7,5,1,0,2,7,TWN
2018-07-01,2,1,0,0,0,2,TZA
2018-07-01,14,4,3,7,0,21,UKR
2018-07-01,0,0,1,0,0,0,URY
2018-07-01,2400,45,2,606,5,3006,USA
2018-07-01,11,4,3,4,0,15,VEN
2018-07-01,1,0,0,0,0,1,VIR
2018-07-01,43,0,19,111,11,154,VNM
2018-07-01,0,0,1,0,0,0,VUT
2018-07-01,2,0,8,1,0,3,YEM
2018-07-01,1,0,3,1,0,2,ZAF
2018-08-01,1,0,0,0,0,1,ABW
2018-08-01,249,2,0,0,0,249,AGO
2018-08-01,0,1,0,0,0,0,ALB
2018-08-01,529,1,3,10,0,539,ARE
2018-08-01,0,0,1,0,0,0,ASM
2018-08-01,0,0,1,0,0,0,ATG
2018-08-01,58,1,26,43,0,101,AUS
2018-08-01,0,0,1,5,283,5,BEL
2018-08-01,7,0,0,0,0,7,BEN
2018-08-01,0,0,1,0,0,0,BES
2018-08-01,2,2,1,1,0,3,BGD
2018-08-01,1,0,0,0,0,1,BGR
2018-08-01,5,0,2,1,0,6,BHR
2018-08-01,0,0,3,5,0,5,BHS
2018-08-01,137,13,8,17,0,154,BRA
2018-08-01,123,2,0,0,0,123,BRN
2018-08-01,6,0,7,27,0,33,CAN
2018-08-01,0,0,1,0,0,0,CHL
2018-08-01,284,46,101,232,1113,516,CHN
2018-08-01,11,1,1,0,0,11,CIV
2018-08-01,10,0,0,0,0,10,CMR
2018-08-01,50,0,0,0,0,50,COD
2018-08-01,78,0,0,0,0,78,COG
2018-08-01,5,0,2,0,0,5,COL
2018-08-01,0,0,0,1,0,1,CRI
2018-08-01,3,0,6,3,0,6,CUB
2018-08-01,0,0,1,0,0,0,CYP
2018-08-01,21,18,2,31,1415,52,DEU
2018-08-01,0,0,1,0,0,0,DJI
2018-08-01,18,2,1,24,512,42,DNK
2018-08-01,0,0,1,0,0,0,DOM
2018-08-01,0,0,4,1,0,1,DZA
2018-08-01,10,1,3,0,0,10,ECU
2018-08-01,185,5,1,6,0,191,EGY
2018-08-01,0,0,4,0,0,0,ERI
2018-08-01,3,7,0,5,0,8,ESP
2018-08-01,0,0,0,1,0,1,EST
2018-08-01,0,0,0,54,5,54,FIN
2018-08-01,0,0,4,27,0,27,FRA
2018-08-01,121,0,1,0,0,121,GAB
2018-08-01,166,16,3,22,2108,188,GBR
2018-08-01,1,0,0,0,0,1,GEO
2018-08-01,2,0,10,2,0,4,GHA
2018-08-01,0,0,2,2,0,2,GIN
2018-08-01,0,0,1,0,0,0,GMB
2018-08-01,0,0,2,9,0,9,GNB
2018-08-01,11,0,0,0,0,11,GNQ
2018-08-01,3,0,0,1,0,4,GRC
2018-08-01,0,0,1,1,0,1,GUF
2018-08-01,16,0,0,3,0,19,HRV
2018-08-01,563,102,62,143,0,706,IDN
2018-08-01,177,1,39,15,0,192,IND
2018-08-01,3,0,1,3,7,6,IRL
2018-08-01,159,3,0,1,0,160,IRN
2018-08-01,1,0,0,10,0,11,IRQ
2018-08-01,0,0,0,4,0,4,ISL
2018-08-01,4,0,1,0,0,4,ISR
2018-08-01,104,9,4,4,0,108,ITA
2018-08-01,0,0,1,0,0,0,JAM
2018-08-01,0,0,0,2,0,2,JEY
2018-08-01,19,6,36,40,0,59,JPN
2018-08-01,0,0,3,0,0,0,KEN
2018-08-01,3,0,1,6,0,9,KHM
2018-08-01,6,0,64,55,13,61,KOR
2018-08-01,35,1,0,34,0,69,KWT
2018-08-01,0,0,1,0,0,0,LBN
2018-08-01,0,0,1,0,0,0,LBR
2018-08-01,12,0,1,0,0,12,LBY
2018-08-01,0,0,4,2,0,2,LKA
2018-08-01,1,0,0,0,0,1,LTU
2018-08-01,0,0,1,0,0,0,LVA
2018-08-01,0,0,1,0,0,0,MDG
2018-08-01,189,3,13,1,0,190,MEX
2018-08-01,4,3,8,9,0,13,MMR
2018-08-01,0,0,0,3,0,3,MOZ
2018-08-01,0,0,3,0,0,0,MRT
2018-08-01,317,45,53,42,0,359,MYS
2018-08-01,6,0,0,0,0,6,NAM
2018-08-01,386,1,2,1,0,387,NGA
2018-08-01,0,0,2,2,0,2,NIC
2018-08-01,112,13,1,4,294,116,NLD
2018-08-01,14,0,1,9,1,23,NOR
2018-08-01,7,0,2,4,0,11,NZL
2018-08-01,17,1,12,1,0,18,None
2018-08-01,7,0,3,0,0,7,OMN
2018-08-01,0,0,2,0,0,0,PAK
2018-08-01,0,0,7,0,0,0,PAN
2018-08-01,97,1,3,4,0,101,PER
2018-08-01,7,0,12,30,0,37,PHL
2018-08-01,3,0,0,1,0,4,PNG
2018-08-01,9,3,0,5,3,14,POL
2018-08-01,1,0,3,5,0,6,PRK
2018-08-01,0,0,1,0,0,0,PRT
2018-08-01,161,0,4,2,0,163,QAT
2018-08-01,8,0,0,0,0,8,ROU
2018-08-01,13,6,4,4,0,17,RUS
2018-08-01,686,28,8,1,0,687,SAU
2018-08-01,0,0,3,0,0,0,SDN
2018-08-01,3,0,0,0,0,3,SEN
2018-08-01,0,0,0,32,0,32,SGP
2018-08-01,0,0,1,0,0,0,SLB
2018-08-01,0,0,1,3,0,3,SLE
2018-08-01,0,0,0,1,0,1,SLV
2018-08-01,0,0,1,1,0,1,SOM
2018-08-01,0,1,0,0,0,0,SUR
2018-08-01,0,0,1,49,72,49,SWE
2018-08-01,2,0,0,0,0,2,TGO
2018-08-01,415,0,14,144,0,559,THA
2018-08-01,341,5,0,1,0,342,TTO
2018-08-01,13,14,1,0,0,13,TUN
2018-08-01,5,0,13,42,0,47,TUR
2018-08-01,7,6,1,0,2,7,TWN
2018-08-01,2,1,0,0,0,2,TZA
2018-08-01,15,4,3,6,0,21,UKR
2018-08-01,0,0,1,0,0,0,URY
2018-08-01,2367,44,2,592,5,2959,USA
2018-08-01,10,3,3,4,0,14,VEN
2018-08-01,1,0,0,0,0,1,VIR
2018-08-01,43,0,18,111,12,154,VNM
2018-08-01,0,0,1,0,0,0,VUT
2018-08-01,2,0,9,1,0,3,YEM
2018-08-01,1,0,3,1,0,2,ZAF
2018-09-01,1,0,0,0,0,1,ABW
2018-09-01,248,2,0,0,0,248,AGO
2018-09-01,0,1,0,0,0,0,ALB
2018-09-01,527,1,2,10,0,537,ARE
2018-09-01,0,0,1,0,0,0,ASM
2018-09-01,0,0,1,0,0,0,ATG
2018-09-01,60,1,27,46,0,106,AUS
2018-09-01,0,0,1,5,294,5,BEL
2018-09-01,6,0,0,0,0,6,BEN
2018-09-01,0,0,1,0,0,0,BES
2018-09-01,2,2,0,1,0,3,BGD
2018-09-01,1,0,0,0,0,1,BGR
2018-09-01,5,0,2,1,0,6,BHR
2018-09-01,0,0,3,4,0,4,BHS
2018-09-01,136,12,8,16,0,152,BRA
2018-09-01,123,3,0,0,0,123,BRN
2018-09-01,6,0,7,21,0,27,CAN
2018-09-01,0,0,2,0,0,0,CHL
2018-09-01,290,42,103,232,1147,522,CHN
2018-09-01,11,1,1,0,0,11,CIV
2018-09-01,10,0,0,0,0,10,CMR
2018-09-01,49,0,0,0,0,49,COD
2018-09-01,79,0,0,0,0,79,COG
2018-09-01,5,0,2,0,0,5,COL
2018-09-01,0,0,0,1,0,1,CRI
2018-09-01,3,0,5,3,0,6,CUB
2018-09-01,0,0,1,0,0,0,CYP
2018-09-01,21,18,2,31,1425,52,DEU
2018-09-01,0,0,1,0,0,0,DJI
2018-09-01,18,2,1,22,512,40,DNK
2018-09-01,0,0,1,0,0,0,DOM
2018-09-01,0,0,4,1,0,1,DZA
2018-09-01,10,1,2,0,0,10,ECU
2018-09-01,188,6,1,6,0,194,EGY
2018-09-01,0,0,3,0,0,0,ERI
2018-09-01,3,7,0,5,0,8,ESP
2018-09-01,0,0,1,1,0,1,EST
2018-09-01,0,0,0,55,5,55,FIN
2018-09-01,0,0,4,27,0,27,FRA
2018-09-01,121,0,1,0,0,121,GAB
2018-09-01,168,16,3,19,2128,187,GBR
2018-09-01,1,0,0,0,0,1,GEO
2018-09-01,2,0,10,2,0,4,GHA
2018-09-01,0,0,2,2,0,2,GIN
2018-09-01,0,0,1,0,0,0,GMB
2018-09-01,0,0,2,7,0,7,GNB
2018-09-01,11,0,0,0,0,11,GNQ
2018-09-01,4,0,0,1,0,5,GRC
2018-09-01,0,0,1,1,0,1,GUF
2018-09-01,16,0,0,3,0,19,HRV
2018-09-01,558,91,63,144,0,702,IDN
2018-09-01,175,1,38,13,0,188,IND
2018-09-01,3,0,1,3,7,6,IRL
2018-09-01,158,2,0,1,0,159,IRN
2018-09-01,1,0,0,9,0,10,IRQ
2018-09-01,0,0,0,3,0,3,ISL
2018-09-01,4,0,1,0,0,4,ISR
2018-09-01,103,8,4,4,0,107,ITA
2018-09-01,0,0,1,0,0,0,JAM
2018-09-01,0,0,0,1,0,1,JEY
2018-09-01,19,7,35,42,0,61,JPN
2018-09-01,0,0,3,0,0,0,KEN
2018-09-01,3,0,1,6,0,9,KHM
2018-09-01,6,0,62,55,13,61,KOR
2018-09-01,33,1,0,33,0,66,KWT
2018-09-01,0,0,1,0,0,0,LBN
2018-09-01,0,0,1,0,0,0,LBR
2018-09-01,13,0,1,0,0,13,LBY
2018-09-01,0,0,4,2,0,2,LKA
2018-09-01,1,0,0,0,0,1,LTU
2018-09-01,0,0,1,0,0,0,LVA
2018-09-01,0,0,1,0,0,0,MDG
2018-09-01,191,3,13,1,0,192,MEX
2018-09-01,5,3,8,9,0,14,MMR
2018-09-01,0,0,0,3,0,3,MOZ
2018-09-01,0,0,3,0,0,0,MRT
2018-09-01,318,43,48,38,0,356,MYS
2018-09-01,6,0,0,0,0,6,NAM
2018-09-01,391,2,2,1,0,392,NGA
2018-09-01,0,0,2,2,0,2,NIC
2018-09-01,115,12,1,4,295,119,NLD
2018-09-01,16,0,1,10,1,26,NOR
2018-09-01,7,0,3,5,0,12,NZL
2018-09-01,18,0,11,1,0,19,None
2018-09-01,8,0,3,0,0,8,OMN
2018-09-01,0,0,2,0,0,0,PAK
2018-09-01,0,1,7,0,0,0,PAN
2018-09-01,98,1,3,3,0,101,PER
2018-09-01,7,0,12,28,0,35,PHL
2018-09-01,3,0,0,1,0,4,PNG
2018-09-01,9,3,0,5,3,14,POL
2018-09-01,1,0,2,5,0,6,PRK
2018-09-01,0,0,1,0,0,0,PRT
2018-09-01,162,0,3,2,0,164,QAT
2018-09-01,8,0,0,0,0,8,ROU
2018-09-01,13,3,4,4,0,17,RUS
2018-09-01,689,28,8,1,0,690,SAU
2018-09-01,0,0,3,0,0,0,SDN
2018-09-01,3,0,0,0,0,3,SEN
2018-09-01,0,0,0,27,0,27,SGP
2018-09-01,0,0,1,0,0,0,SLB
2018-09-01,0,0,1,3,0,3,SLE
2018-09-01,0,0,0,1,0,1,SLV
2018-09-01,0,0,1,1,0,1,SOM
2018-09-01,0,1,0,0,0,0,SUR
2018-09-01,0,0,1,48,72,48,SWE
2018-09-01,2,0,0,0,0,2,TGO
2018-09-01,418,0,14,144,0,562,THA
2018-09-01,338,4,0,1,0,339,TTO
2018-09-01,13,16,1,0,0,13,TUN
2018-09-01,5,0,12,43,0,48,TUR
2018-09-01,7,6,1,0,2,7,TWN
2018-09-01,2,0,0,0,0,2,TZA
2018-09-01,15,5,3,6,0,21,UKR
2018-09-01,0,0,1,0,0,0,URY
2018-09-01,2320,45,1,583,5,2903,USA
2018-09-01,13,3,2,5,0,18,VEN
2018-09-01,1,0,0,0,0,1,VIR
2018-09-01,41,0,18,117,10,158,VNM
2018-09-01,0,0,1,0,0,0,VUT
2018-09-01,2,0,8,1,0,3,YEM
2018-09-01,1,0,3,1,0,2,ZAF
2018-10-01,245,2,0,0,0,245,AGO
2018-10-01,0,1,0,0,0,0,ALB
2018-10-01,517,1,2,10,0,527,ARE
2018-10-01,0,0,1,0,0,0,ASM
2018-10-01,0,0,1,0,0,0,ATG
2018-10-01,60,1,29,48,0,108,AUS
2018-10-01,0,0,1,5,300,5,BEL
2018-10-01,6,0,0,0,0,6,BEN
2018-10-01,0,0,1,0,0,0,BES
2018-10-01,3,2,0,1,0,4,BGD
2018-10-01,1,0,0,0,0,1,BGR
2018-10-01,7,0,2,1,0,8,BHR
2018-10-01,0,0,4,4,0,4,BHS
2018-10-01,135,13,7,16,0,151,BRA
2018-10-01,124,3,0,0,0,124,BRN
